,PID,First_Name,Last_Name,Gender,Age,Department,Location,Employee_Status,Pay_Grade,Start_Date
287,HI181889,Jennifer,Garcia,Female,37,CNC Machinist,Fabrication Shops,1,25,2022-05-23
288,HI785771,Elizabeth,Johnson,Female,41,CNC Machinist,Wet Docks,2,18,2022-05-23
289,HI576594,Patricia,Williams,Female,27,CNC Machinist,Storage Areas,1,18,2022-05-23
290,HI836127,Susan,Martinez,Female,48,CNC Machinist,Paint Shops,4,25,2022-05-23
291,HI636346,Linda,Brown,Female,27,CNC Machinist,Wet Docks,4,18,2022-05-23
292,HI180159,John,Garcia,Male,31,CNC Machinist,Fabrication Shops,4,22,2022-05-16
293,HI947455,Mary,Smith,Female,23,CNC Machinist,Outfitting Docks,2,25,2022-05-09
294,HI706097,Sarah,Rodriguez,Female,40,CNC Machinist,Dry Docks,4,18,2022-05-02
295,HI562792,Karen,Brown,Female,23,CNC Machinist,Dry Docks,1,18,2022-05-02
296,HI484207,Richard,Smith,Male,41,CNC Machinist,Outfitting Docks,1,25,2022-04-25
297,HI673943,Richard,Miller,Male,37,CNC Machinist,Cranes and Heavy Lifting Equipment,3,18,2022-04-25
298,HI967381,Richard,Davis,Male,23,CNC Machinist,Outfitting Docks,3,22,2022-04-25
299,HI915615,Richard,Johnson,Male,65,CNC Machinist,Wet Docks,2,22,2022-04-18
300,HI219472,Sarah,Johnson,Unknown,46,CNC Machinist,Paint Shops,2,25,2022-04-18
301,HI054371,John,Smith,Male,59,CNC Machinist,Slipways,4,28,2022-04-11
302,HI433307,James,Smith,Male,27,CNC Machinist,Paint Shops,3,22,2022-04-11
303,HI881901,Richard,Jones,Male,48,CNC Machinist,Storage Areas,4,22,2022-04-11
304,HI642611,Elizabeth,Brown,Female,19,CNC Machinist,Storage Areas,4,18,2022-04-11
305,HI893922,Mary,Miller,Female,32,CNC Machinist,Storage Areas,3,28,2022-04-11
306,HI890226,Jennifer,Davis,Female,55,CNC Machinist,Cranes and Heavy Lifting Equipment,4,18,2022-04-04
307,HI241872,Robert,Miller,Male,40,CNC Machinist,Testing Facilities,3,22,2022-03-21
308,HI149094,Michael,Smith,Unknown,24,CNC Machinist,Cranes and Heavy Lifting Equipment,2,18,2022-03-21
309,HI493113,Richard,Johnson,Male,50,CNC Machinist,Cranes and Heavy Lifting Equipment,4,28,2022-03-21
310,HI395893,Patricia,Miller,Female,35,CNC Machinist,Slipways,4,25,2022-03-21
311,HI640800,Michael,Garcia,Male,36,CNC Machinist,Testing Facilities,4,25,2022-03-21
312,HI748532,Charles,Miller,Unknown,34,CNC Machinist,Outfitting Docks,3,25,2022-03-21
313,HI775821,Jennifer,Brown,Female,48,CNC Machinist,Outfitting Docks,4,22,2022-03-21
314,HI002291,Patricia,Miller,Female,27,CNC Machinist,Paint Shops,4,25,2022-03-07
315,HI615128,Jessica,Brown,Female,57,CNC Machinist,Cranes and Heavy Lifting Equipment,2,18,2022-03-07
316,HI656154,Michael,Martinez,Male,30,CNC Machinist,Wet Docks,3,28,2022-02-28
317,HI091802,Barbara,Johnson,Female,57,CNC Machinist,Fabrication Shops,3,28,2022-02-21
318,HI112080,Jennifer,Johnson,Female,36,CNC Machinist,Storage Areas,4,25,2022-02-21
319,HI349244,David,Brown,Male,51,CNC Machinist,Cranes and Heavy Lifting Equipment,2,25,2022-02-14
320,HI523164,Mary,Rodriguez,Female,30,CNC Machinist,Storage Areas,1,18,2022-02-14
321,HI718378,Elizabeth,Rodriguez,Unknown,18,CNC Machinist,Testing Facilities,1,28,2022-02-07
322,HI481296,Patricia,Martinez,Female,34,CNC Machinist,Cranes and Heavy Lifting Equipment,4,18,2022-02-07
323,HI648091,Susan,Williams,Female,30,CNC Machinist,Paint Shops,2,18,2022-02-07
324,HI753403,David,Smith,Male,18,CNC Machinist,Outfitting Docks,3,25,2022-01-31
325,HI576771,John,Williams,Male,18,CNC Machinist,Testing Facilities,3,22,2022-01-31
326,HI882000,Sarah,Miller,Female,45,CNC Machinist,Slipways,4,18,2022-01-24
327,HI071557,Joseph,Rodriguez,Male,55,CNC Machinist,Administrative Offices,2,25,2022-01-24
328,HI541560,Patricia,Brown,Unknown,50,CNC Machinist,Fabrication Shops,2,18,2022-01-17
329,HI246784,Michael,Martinez,Male,23,CNC Machinist,Slipways,3,18,2022-01-17
330,HI956434,Thomas,Brown,Male,23,CNC Machinist,Cranes and Heavy Lifting Equipment,3,28,2022-01-17
331,HI261614,David,Jones,Male,55,CNC Machinist,Wet Docks,3,25,2022-01-03
332,HI376705,Sarah,Johnson,Female,55,CNC Machinist,Storage Areas,1,25,2022-01-03
333,HI819348,Mary,Rodriguez,Female,63,Foreman (Multiple Shifts),Slipways,1,18,2022-01-03
334,HI253250,John,Johnson,Male,38,CNC Machinist,Administrative Offices,3,28,2021-12-27
335,HI068483,Barbara,Rodriguez,Female,59,CNC Machinist,Administrative Offices,4,22,2021-12-27
336,HI400007,William,Jones,Male,37,CNC Machinist,Outfitting Docks,3,28,2021-12-20
337,HI087283,Joseph,Miller,Male,36,Foreman (Multiple Shifts),Dry Docks,3,25,2021-12-13
338,HI454895,Elizabeth,Brown,Female,42,CNC Machinist,Cranes and Heavy Lifting Equipment,4,25,2021-11-29
339,HI872006,Charles,Jones,Male,33,CNC Machinist,Storage Areas,1,28,2021-11-29
340,HI586108,Sarah,Martinez,Unknown,48,CNC Machinist,Wet Docks,3,18,2021-11-22
341,HI779187,Charles,Williams,Unknown,57,CNC Machinist,Outfitting Docks,2,28,2021-11-22
342,HI014364,Patricia,Miller,Unknown,46,Foreman (Multiple Shifts),Wet Docks,2,18,2021-11-22
343,HI889664,Robert,Rodriguez,Male,65,Foreman (Multiple Shifts),Wet Docks,4,22,2021-11-22
344,HI758340,Patricia,Miller,Female,63,Foreman (Multiple Shifts),Testing Facilities,1,22,2021-11-22
345,HI626443,John,Garcia,Male,54,Foreman (Multiple Shifts),Storage Areas,4,18,2021-11-22
346,HI095689,William,Davis,Male,58,Foreman (Multiple Shifts),Paint Shops,2,22,2021-11-15
347,HI065667,Richard,Rodriguez,Male,59,CNC Machinist,Dry Docks,4,25,2021-11-08
348,HI395651,Richard,Rodriguez,Male,33,Foreman (Multiple Shifts),Testing Facilities,4,25,2021-11-01
349,HI503025,Thomas,Williams,Male,42,Foreman (Multiple Shifts),Storage Areas,1,25,2021-11-01
350,HI707906,David,Martinez,Male,52,CNC Machinist,Paint Shops,1,28,2021-10-25
351,HI443663,Richard,Brown,Male,38,Foreman (Multiple Shifts),Testing Facilities,3,18,2021-10-25
352,HI217476,John,Jones,Unknown,32,Foreman (Multiple Shifts),Storage Areas,2,18,2021-10-25
353,HI714087,Elizabeth,Rodriguez,Female,63,Foreman (Multiple Shifts),Slipways,1,22,2021-10-18
354,HI890449,Susan,Jones,Female,39,Foreman (Multiple Shifts),Slipways,4,25,2021-10-18
355,HI628092,John,Brown,Male,30,CNC Machinist,Storage Areas,4,28,2021-10-11
356,HI113296,Linda,Martinez,Female,28,CNC Machinist,Dry Docks,3,28,2021-10-11
357,HI683937,Robert,Davis,Male,41,CNC Machinist,Slipways,1,25,2021-10-11
358,HI711127,David,Brown,Male,35,Foreman (Multiple Shifts),Cranes and Heavy Lifting Equipment,1,22,2021-10-11
359,HI605853,David,Johnson,Male,21,CNC Machinist,Slipways,1,28,2021-10-04
360,HI659179,Jessica,Johnson,Female,30,Foreman (Multiple Shifts),Outfitting Docks,3,22,2021-10-04
361,HI493706,Linda,Garcia,Female,32,Foreman (Multiple Shifts),Storage Areas,3,22,2021-10-04
362,HI294144,Linda,Brown,Female,60,Foreman (Multiple Shifts),Testing Facilities,3,22,2021-10-04
363,HI858772,Mary,Martinez,Female,28,Foreman (Multiple Shifts),Fabrication Shops,4,25,2021-10-04
364,HI937630,Linda,Garcia,Unknown,39,CNC Machinist,Testing Facilities,4,22,2021-09-27
365,HI017428,Susan,Garcia,Female,43,CNC Machinist,Administrative Offices,4,22,2021-09-27
366,HI931390,John,Davis,Male,53,Foreman (Multiple Shifts),Paint Shops,3,18,2021-09-20
367,HI286562,Susan,Davis,Female,62,CNC Machinist,Storage Areas,1,18,2021-09-13
368,HI263140,Jessica,Martinez,Female,27,Foreman (Multiple Shifts),Cranes and Heavy Lifting Equipment,2,28,2021-09-13
369,HI862786,James,Williams,Male,21,Foreman (Multiple Shifts),Paint Shops,3,28,2021-09-13
370,HI435044,Barbara,Jones,Female,65,Foreman (Multiple Shifts),Paint Shops,2,28,2021-09-13
371,HI221640,Robert,Miller,Male,38,CNC Machinist,Outfitting Docks,4,22,2021-09-06
372,HI338890,Robert,Miller,Male,38,CNC Machinist,Testing Facilities,2,22,2021-09-06
373,HI636216,Sarah,Johnson,Female,45,Foreman (Multiple Shifts),Storage Areas,1,28,2021-09-06
374,HI847365,Linda,Davis,Female,56,CNC Machinist,Wet Docks,2,25,2021-08-30
375,HI528491,Karen,Williams,Female,40,CNC Machinist,Outfitting Docks,2,25,2021-08-30
376,HI347632,Charles,Martinez,Male,27,Foreman (Multiple Shifts),Dry Docks,3,22,2021-08-30
377,HI781922,Karen,Johnson,Female,22,Foreman (Multiple Shifts),Storage Areas,2,25,2021-08-30
378,HI492615,Sarah,Brown,Female,59,Foreman (Multiple Shifts),Testing Facilities,3,25,2021-08-30
379,HI247792,Michael,Davis,Male,25,Foreman (Multiple Shifts),Storage Areas,3,22,2021-08-23
380,HI319544,Jennifer,Rodriguez,Female,46,CNC Machinist,Fabrication Shops,1,18,2021-08-16
381,HI217484,Barbara,Davis,Female,33,CNC Machinist,Paint Shops,4,22,2021-08-09
382,HI186210,Thomas,Smith,Male,20,CNC Machinist,Testing Facilities,3,22,2021-08-09
383,HI599438,Mary,Martinez,Female,33,Foreman (Multiple Shifts),Slipways,1,18,2021-08-09
384,HI232017,Joseph,Garcia,Male,41,CNC Machinist,Storage Areas,3,22,2021-07-26
385,HI871821,John,Brown,Male,57,CNC Machinist,Dry Docks,1,18,2021-07-26
386,HI656223,David,Brown,Unknown,37,CNC Machinist,Dry Docks,4,25,2021-07-19
387,HI686133,Joseph,Johnson,Male,32,CNC Machinist,Dry Docks,3,28,2021-07-19
388,HI082736,Susan,Davis,Female,42,Foreman (Multiple Shifts),Outfitting Docks,4,18,2021-07-19
389,HI145356,Susan,Miller,Female,43,Foreman (Multiple Shifts),Slipways,2,22,2021-07-19
390,HI030832,Patricia,Brown,Female,60,Foreman (Multiple Shifts),Fabrication Shops,2,25,2021-07-19
391,HI723450,John,Miller,Male,39,Foreman (Multiple Shifts),Outfitting Docks,3,22,2021-07-05
392,HI186854,Mary,Rodriguez,Female,39,CNC Machinist,Fabrication Shops,1,22,2021-06-28
393,HI709905,Jessica,Williams,Female,49,Foreman (Multiple Shifts),Cranes and Heavy Lifting Equipment,2,22,2021-06-28
394,HI886957,Karen,Johnson,Female,28,CNC Machinist,Fabrication Shops,3,22,2021-06-21
395,HI233269,William,Davis,Unknown,55,Foreman (Multiple Shifts),Cranes and Heavy Lifting Equipment,3,18,2021-06-21
396,HI045379,Mary,Rodriguez,Female,31,CNC Machinist,Storage Areas,1,18,2021-06-07
397,HI313615,Mary,Williams,Female,43,CNC Machinist,Paint Shops,3,18,2021-05-31
398,HI410217,Thomas,Miller,Male,56,CNC Machinist,Paint Shops,4,22,2021-05-24
399,HI650705,Linda,Jones,Unknown,43,Foreman (Multiple Shifts),Administrative Offices,4,18,2021-05-24
400,HI502789,Patricia,Brown,Female,47,Foreman (Multiple Shifts),Fabrication Shops,2,22,2021-05-17
401,HI201294,Joseph,Rodriguez,Male,39,CNC Machinist,Storage Areas,4,22,2021-05-10
402,HI672836,Joseph,Jones,Male,64,Foreman (Multiple Shifts),Storage Areas,2,28,2021-05-10
403,HI111528,William,Rodriguez,Unknown,57,Foreman (Multiple Shifts),Cranes and Heavy Lifting Equipment,1,18,2021-05-10
404,HI067556,Jennifer,Rodriguez,Female,35,Foreman (Multiple Shifts),Outfitting Docks,4,22,2021-05-10
405,HI882171,Robert,Davis,Unknown,47,CNC Machinist,Paint Shops,3,25,2021-05-03
406,HI965668,David,Jones,Male,55,Foreman (Multiple Shifts),Slipways,2,22,2021-05-03
407,HI590635,Jessica,Miller,Female,52,CNC Machinist,Storage Areas,4,28,2021-04-19
408,HI779443,Sarah,Smith,Female,49,CNC Machinist,Wet Docks,1,22,2021-04-12
409,HI836102,James,Brown,Male,49,CNC Machinist,Paint Shops,1,25,2021-04-12
410,HI450737,Robert,Jones,Male,18,Foreman (Multiple Shifts),Outfitting Docks,1,18,2021-04-12
411,HI925773,James,Davis,Male,47,CNC Machinist,Testing Facilities,2,22,2021-04-05
412,HI767098,James,Johnson,Male,21,CNC Machinist,Administrative Offices,3,22,2021-04-05
413,HI153431,Karen,Garcia,Female,42,Foreman (Multiple Shifts),Storage Areas,3,18,2021-04-05
414,HI032608,Richard,Williams,Male,22,CNC Machinist,Paint Shops,4,18,2021-03-29
415,HI417300,Thomas,Jones,Male,65,CNC Machinist,Storage Areas,1,18,2021-03-22
416,HI016104,Jennifer,Brown,Female,40,CNC Machinist,Slipways,4,28,2021-03-15
417,HI797706,Elizabeth,Miller,Female,18,CNC Machinist,Testing Facilities,3,22,2021-03-08
418,HI933428,Jennifer,Garcia,Female,52,CNC Machinist,Testing Facilities,3,25,2021-03-08
419,HI407574,Linda,Davis,Female,40,Foreman (Multiple Shifts),Fabrication Shops,4,28,2021-03-08
420,HI120156,Sarah,Smith,Female,29,CNC Machinist,Dry Docks,4,18,2021-03-01
421,HI590629,Susan,Jones,Female,64,CNC Machinist,Wet Docks,3,25,2021-03-01
422,HI484472,James,Jones,Male,57,Foreman (Multiple Shifts),Fabrication Shops,1,18,2021-03-01
423,HI506453,Elizabeth,Garcia,Female,30,Foreman (Multiple Shifts),Slipways,3,25,2021-03-01
424,HI621493,Mary,Williams,Female,52,Foreman (Multiple Shifts),Slipways,4,28,2021-03-01
425,HI341103,Richard,Johnson,Male,48,CNC Machinist,Wet Docks,1,18,2021-02-22
426,HI263182,David,Smith,Male,50,CNC Machinist,Paint Shops,1,25,2021-02-22
427,HI076355,Jennifer,Smith,Female,40,CNC Machinist,Testing Facilities,1,25,2021-02-22
428,HI674384,Sarah,Jones,Female,37,Foreman (Multiple Shifts),Outfitting Docks,4,22,2021-02-22
429,HI816064,Richard,Garcia,Unknown,21,Foreman (Multiple Shifts),Outfitting Docks,2,28,2021-02-22
430,HI011481,Jessica,Williams,Female,64,Foreman (Multiple Shifts),Cranes and Heavy Lifting Equipment,3,28,2021-02-22
431,HI683731,Karen,Williams,Unknown,36,CNC Machinist,Dry Docks,2,28,2021-02-15
432,HI682681,Charles,Miller,Male,49,Foreman (Multiple Shifts),Fabrication Shops,2,18,2021-02-15
433,HI397480,Barbara,Garcia,Unknown,37,Foreman (Multiple Shifts),Administrative Offices,4,22,2021-02-15
434,HI626447,James,Williams,Male,39,CNC Machinist,Dry Docks,3,18,2021-02-08
435,HI534608,Barbara,Martinez,Female,34,CNC Machinist,Wet Docks,4,25,2021-01-25
436,HI154211,Patricia,Jones,Female,19,Foreman (Multiple Shifts),Outfitting Docks,3,28,2021-01-25
437,HI631147,Robert,Johnson,Male,55,Foreman (Multiple Shifts),Slipways,4,28,2021-01-25
438,HI787948,David,Jones,Male,62,Foreman (Multiple Shifts),Dry Docks,3,18,2021-01-25
439,HI279870,Elizabeth,Jones,Female,64,CNC Machinist,Cranes and Heavy Lifting Equipment,3,18,2021-01-18
440,HI204235,Barbara,Smith,Female,33,CNC Machinist,Storage Areas,3,22,2021-01-11
441,HI781336,Richard,Davis,Male,62,Foreman (Multiple Shifts),Slipways,4,18,2021-01-11
442,HI348332,Joseph,Johnson,Male,36,Foreman (Multiple Shifts),Dry Docks,2,28,2021-01-04
443,HI095723,Joseph,Smith,Male,18,CNC Machinist,Storage Areas,2,22,2020-12-28
444,HI938457,Elizabeth,Miller,Female,28,Foreman (Multiple Shifts),Administrative Offices,4,25,2020-12-14
445,HI127671,Barbara,Garcia,Female,50,Foreman (Multiple Shifts),Storage Areas,3,22,2020-12-07
446,HI022196,Jennifer,Garcia,Female,47,CNC Machinist,Dry Docks,1,25,2020-11-16
447,HI941891,Charles,Martinez,Male,37,CNC Machinist,Slipways,4,18,2020-11-16
448,HI806964,Elizabeth,Garcia,Female,24,Foreman (Multiple Shifts),Outfitting Docks,2,25,2020-11-16
449,HI218728,Susan,Davis,Female,21,Foreman (Multiple Shifts),Fabrication Shops,1,28,2020-11-09
450,HI544601,Sarah,Johnson,Female,60,Foreman (Multiple Shifts),Testing Facilities,4,22,2020-11-09
451,HI552175,Robert,Johnson,Male,41,Foreman (Multiple Shifts),Fabrication Shops,4,18,2020-11-02
452,HI015596,Susan,Davis,Female,62,CNC Machinist,Cranes and Heavy Lifting Equipment,2,28,2020-10-26
453,HI587244,Robert,Davis,Male,45,CNC Machinist,Wet Docks,3,22,2020-10-26
454,HI890476,Karen,Rodriguez,Female,36,Foreman (Multiple Shifts),Fabrication Shops,3,18,2020-10-26
455,HI827632,Joseph,Rodriguez,Male,33,CNC Machinist,Storage Areas,3,28,2020-10-19
456,HI281026,Michael,Williams,Male,61,Foreman (Multiple Shifts),Dry Docks,2,28,2020-10-19
457,HI264843,David,Jones,Male,46,Foreman (Multiple Shifts),Fabrication Shops,1,22,2020-10-05
458,HI935500,David,Smith,Male,61,CNC Machinist,Slipways,2,28,2020-09-28
459,HI074500,William,Williams,Unknown,58,CNC Machinist,Cranes and Heavy Lifting Equipment,2,28,2020-09-28
460,HI466959,Sarah,Johnson,Female,28,Foreman (Multiple Shifts),Storage Areas,2,25,2020-09-28
461,HI498702,Charles,Jones,Male,49,Foreman (Multiple Shifts),Storage Areas,4,22,2020-09-21
462,HI449810,Jessica,Brown,Female,47,CNC Machinist,Administrative Offices,1,25,2020-09-14
463,HI994910,Patricia,Martinez,Female,30,CNC Machinist,Testing Facilities,4,18,2020-09-14
464,HI134625,Sarah,Miller,Female,62,Foreman (Multiple Shifts),Testing Facilities,2,25,2020-09-14
465,HI511674,Karen,Williams,Female,55,CNC Machinist,Cranes and Heavy Lifting Equipment,1,25,2020-09-07
466,HI754894,David,Davis,Male,24,Foreman (Multiple Shifts),Administrative Offices,3,25,2020-09-07
467,HI620974,Richard,Smith,Male,27,Foreman (Multiple Shifts),Dry Docks,1,28,2020-09-07
468,HI161890,Barbara,Garcia,Female,56,Foreman (Multiple Shifts),Storage Areas,3,28,2020-09-07
469,HI675072,Richard,Smith,Unknown,58,Foreman (Multiple Shifts),Testing Facilities,2,22,2020-09-07
470,HI052972,James,Williams,Male,34,Foreman (Multiple Shifts),Cranes and Heavy Lifting Equipment,3,22,2020-08-31
471,HI077000,Elizabeth,Jones,Female,63,CNC Machinist,Dry Docks,3,28,2020-08-24
472,HI027587,Richard,Garcia,Male,23,Foreman (Multiple Shifts),Administrative Offices,1,22,2020-08-24
473,HI129533,Michael,Smith,Male,58,Foreman (Multiple Shifts),Outfitting Docks,3,18,2020-08-17
474,HI909252,Sarah,Martinez,Female,61,Foreman (Multiple Shifts),Outfitting Docks,4,25,2020-08-17
475,HI335479,John,Brown,Male,36,Foreman (Multiple Shifts),Outfitting Docks,1,18,2020-08-10
476,HI605170,William,Smith,Male,27,CNC Machinist,Cranes and Heavy Lifting Equipment,3,28,2020-08-03
477,HI647580,Patricia,Martinez,Female,31,CNC Machinist,Storage Areas,4,25,2020-08-03
478,HI828553,William,Brown,Male,57,Foreman (Multiple Shifts),Testing Facilities,3,22,2020-08-03
479,HI106528,David,Brown,Male,54,Foreman (Multiple Shifts),Wet Docks,2,25,2020-08-03
480,HI649332,Richard,Johnson,Male,55,Foreman (Multiple Shifts),Dry Docks,3,18,2020-08-03
481,HI636018,Jessica,Rodriguez,Unknown,30,CNC Machinist,Administrative Offices,3,18,2020-07-27
482,HI541868,Mary,Davis,Female,55,Foreman (Multiple Shifts),Administrative Offices,3,25,2020-07-27
483,HI454831,Patricia,Jones,Unknown,52,Foreman (Multiple Shifts),Cranes and Heavy Lifting Equipment,4,22,2020-07-27
484,HI706235,Sarah,Brown,Female,61,Foreman (Multiple Shifts),Paint Shops,2,18,2020-07-27
485,HI417144,Susan,Martinez,Female,45,CNC Machinist,Slipways,2,22,2020-07-20
486,HI536486,Mary,Davis,Female,44,Foreman (Multiple Shifts),Paint Shops,4,25,2020-07-20
487,HI639315,Sarah,Jones,Female,50,CNC Machinist,Storage Areas,4,22,2020-07-13
488,HI148182,Richard,Davis,Male,61,CNC Machinist,Outfitting Docks,1,22,2020-07-13
489,HI976160,James,Jones,Male,38,CNC Machinist,Paint Shops,4,22,2020-07-06
490,HI837216,Michael,Jones,Male,32,CNC Machinist,Administrative Offices,2,25,2020-07-06
491,HI607431,Richard,Rodriguez,Male,35,CNC Machinist,Fabrication Shops,3,28,2020-07-06
492,HI711379,Robert,Johnson,Male,38,CNC Machinist,Fabrication Shops,1,25,2020-07-06
493,HI228002,Karen,Martinez,Unknown,45,CNC Machinist,Storage Areas,2,28,2020-06-29
494,HI465417,Charles,Garcia,Male,19,Foreman (Multiple Shifts),Outfitting Docks,2,22,2020-06-22
495,HI421247,William,Garcia,Male,56,CNC Machinist,Dry Docks,3,18,2020-06-08
496,HI572269,William,Johnson,Male,61,CNC Machinist,Administrative Offices,3,25,2020-06-08
497,HI081729,Joseph,Johnson,Male,51,CNC Machinist,Fabrication Shops,3,25,2020-06-08
498,HI575468,Charles,Davis,Male,22,Foreman (Multiple Shifts),Dry Docks,2,28,2020-06-08
499,HI925078,Jennifer,Jones,Female,21,CNC Machinist,Paint Shops,3,28,2020-06-01
500,HI238300,Robert,Jones,Male,18,CNC Machinist,Outfitting Docks,2,18,2020-05-25
501,HI107485,Jessica,Johnson,Female,59,Foreman (Multiple Shifts),Cranes and Heavy Lifting Equipment,2,25,2020-05-25
502,HI508500,John,Davis,Male,18,Foreman (Multiple Shifts),Cranes and Heavy Lifting Equipment,2,18,2020-05-25
503,HI564328,William,Garcia,Male,65,CNC Machinist,Outfitting Docks,2,18,2020-05-18
504,HI081429,Jennifer,Johnson,Female,64,CNC Machinist,Storage Areas,1,18,2020-05-18
505,HI485286,Michael,Davis,Male,29,CNC Machinist,Dry Docks,3,25,2020-05-18
506,HI299671,Elizabeth,Smith,Female,57,Foreman (Multiple Shifts),Testing Facilities,3,25,2020-05-18
507,HI817343,John,Martinez,Male,28,Foreman (Multiple Shifts),Slipways,2,22,2020-05-18
508,HI343751,Joseph,Brown,Male,21,Foreman (Multiple Shifts),Fabrication Shops,1,22,2020-05-18
509,HI955893,Joseph,Davis,Male,62,Foreman (Multiple Shifts),Storage Areas,2,28,2020-05-11
510,HI603995,Elizabeth,Rodriguez,Female,52,CNC Machinist,Storage Areas,1,22,2020-05-04
511,HI604990,Thomas,Smith,Male,28,CNC Machinist,Fabrication Shops,4,22,2020-05-04
512,HI856024,Joseph,Martinez,Male,30,CNC Machinist,Slipways,1,22,2020-05-04
513,HI801485,Thomas,Rodriguez,Male,51,Foreman (Multiple Shifts),Outfitting Docks,1,22,2020-05-04
514,HI050436,Michael,Johnson,Male,53,Foreman (Multiple Shifts),Dry Docks,1,18,2020-05-04
515,HI172129,Michael,Garcia,Male,52,Foreman (Multiple Shifts),Dry Docks,3,25,2020-04-27
516,HI396112,Mary,Miller,Female,51,CNC Machinist,Slipways,4,28,2020-04-20
517,HI115837,Richard,Williams,Male,58,Foreman (Multiple Shifts),Cranes and Heavy Lifting Equipment,2,22,2020-04-20
518,HI169225,John,Jones,Male,56,Foreman (Multiple Shifts),Fabrication Shops,2,28,2020-04-20
519,HI348227,Patricia,Miller,Female,23,Foreman (Multiple Shifts),Slipways,3,22,2020-04-13
